date,ticker,in_index
2005-03-31,AYE,1
2005-03-31,AZO,1
2005-03-31,BA,1
2005-03-31,BAC,1
2005-03-31,BALL,1
2005-03-31,BAX,1
2005-03-31,BBBY,1
2005-03-31,BBWI,1
2005-03-31,BBY,1
2005-03-31,BC,1
2005-03-31,BCR,1
2005-03-31,BDX,1
2005-03-31,BEAM,1
2005-03-31,BEN,1
2005-03-31,BF-B,1
2005-03-31,BHI,1
2005-03-31,BIG,1
2005-03-31,BIIB,1
2005-03-31,BJS,1
2005-03-31,BK,1
2005-03-31,BKNG,1
2005-03-31,BMC,1
2005-03-31,BMS,1
2005-03-31,BMY,1
2005-03-31,BRCM,1
2005-03-31,BRK-B,1
2005-03-31,BSX,1
2005-03-31,BTU,1
2005-03-31,BXP,1
2005-03-31,C,1
2005-03-31,CA,1
2005-03-31,CAG,1
2005-03-31,CAH,1
2005-03-31,CAM,1
2005-03-31,CAT,1
2005-03-31,CBE,1
2005-03-31,CBRE,1
2005-03-31,CCE,1
2005-03-31,CCL,1
2005-03-31,CEG,1
2005-03-31,CELG,1
2005-03-31,CEPH,1
2005-03-31,CF,1
2005-03-31,CFC,1
2005-03-31,CFN,1
2005-03-31,CHK,1
2005-03-31,CHRW,1
2005-03-31,CI,1
2005-03-31,CIEN,1
2005-03-31,CINF,1
2005-03-31,CL,1
2005-03-31,CLX,1
2005-03-31,CMA,1
2005-03-31,CMCSA,1
2005-03-31,CME,1
2005-03-31,CMI,1
2005-03-31,CMS,1
2005-03-31,CNP,1
2005-03-31,CNX,1
2005-03-31,COF,1
2005-03-31,COL,1
2005-03-31,COP,1
2005-03-31,COR,1
2005-03-31,COST,1
2005-03-31,COV,1
2005-03-31,CPAY,1
2005-03-31,CPB,1
2005-03-31,CPRI,1
2005-03-31,CPWR,1
2005-03-31,CSC,1
2005-03-31,CSCO,1
2005-03-31,CSX,1
2005-03-31,CTAS,1
2005-03-31,CTRA,1
2005-03-31,CTSH,1
2005-03-31,CTX,1
2005-03-31,CTXS,1
2005-03-31,CVG,1
2005-03-31,CVH,1
2005-03-31,CVS,1
2005-03-31,CVX,1
2005-03-31,D,1
2005-03-31,DAY,1
2005-03-31,DD,1
2005-03-31,DE,1
2005-03-31,DELL,1
2005-03-31,DF,1
2005-03-31,DGX,1
2005-03-31,DHI,1
2005-03-31,DHR,1
2005-03-31,DIS,1
2005-03-31,DISCA,1
2005-03-31,DJ,1
2005-03-31,DNB,1
2005-03-31,DNR,1
2005-03-31,DO,1
2005-03-31,DOC,1
2005-03-31,DOV,1
2005-03-31,DOW,1
2005-03-31,DPS,1
2005-03-31,DRI,1
2005-03-31,DTE,1
2005-03-31,DTV,1
2005-03-31,DUK,1
2005-03-31,DV,1
2005-03-31,DVA,1
2005-03-31,DVN,1
2005-03-31,DYN,1
2005-03-31,EA,1
2005-03-31,EBAY,1
2005-03-31,ECL,1
2005-03-31,ED,1
2005-03-31,EFX,1
2005-03-31,EG,1
2005-03-31,EIX,1
2005-03-31,EK,1
2005-03-31,EL,1
2005-03-31,ELV,1
2005-03-31,EMC,1
2005-03-31,EMN,1
2005-03-31,EMR,1
2005-03-31,EOG,1
2005-03-31,EP,1
2005-03-31,EQR,1
2005-03-31,EQT,1
2005-03-31,ES,1
2005-03-31,ESRX,1
2005-03-31,ETFC,1
2005-03-31,ETN,1
2005-03-31,ETR,1
2005-03-31,EXC,1
2005-03-31,EXPD,1
2005-03-31,F,1
2005-03-31,FCX,1
2005-03-31,FDC,1
2005-03-31,FDO,1
2005-03-31,FDX,1
2005-03-31,FE,1
2005-03-31,FHN,1
2005-03-31,FII,1
2005-03-31,FIS,1
2005-03-31,FISV,1
2005-03-31,FITB,1
2005-03-31,FLIR,1
2005-03-31,FLR,1
2005-03-31,FLS,1
2005-03-31,FNM,1
2005-03-31,FOXA,1
2005-03-31,FRE,1
2005-03-31,FRX,1
2005-03-31,FSLR,1
2005-03-31,FTR,1
2005-03-31,GAS,1
2005-03-31,GD,1
2005-03-31,GE,1
2005-03-31,GEN,1
2005-03-31,GENZ,1
2005-03-31,GHC,1
2005-03-31,GILD,1
2005-03-31,GIS,1
2005-03-31,GL,1
2005-03-31,GLK,1
2005-03-31,GLW,1
2005-03-31,GNW,1
2005-03-31,GOOG,1
2005-03-31,GPC,1
2005-03-31,GPS,1
2005-03-31,GR,1
2005-03-31,GS,1
2005-03-31,GT,1
2005-03-31,GWW,1
2005-03-31,HAL,1
2005-03-31,HAR,1
2005-03-31,HAS,1
2005-03-31,HBAN,1
2005-03-31,HCBK,1
2005-03-31,HD,1
2005-03-31,HES,1
2005-03-31,HIG,1
2005-03-31,HNZ,1
2005-03-31,HOG,1
2005-03-31,HON,1
2005-03-31,HOT,1
2005-03-31,HPQ,1
2005-03-31,HRB,1
2005-03-31,HSP,1
2005-03-31,HST,1
2005-03-31,HSY,1
2005-03-31,HUM,1
2005-03-31,IBM,1
2005-03-31,IFF,1
2005-03-31,IGT,1
2005-03-31,INTC,1
2005-03-31,INTU,1
2005-03-31,IP,1
2005-03-31,IPG,1
2005-03-31,IQV,1
2005-03-31,IRM,1
2005-03-31,ISRG,1
2005-03-31,ITT,1
2005-03-31,ITW,1
2005-03-31,IVZ,1
2005-03-31,J,1
2005-03-31,JBL,1
2005-03-31,JCI,1
2005-03-31,JCP,1
2005-03-31,JDSU,1
2005-03-31,JEF,1
2005-03-31,JNJ,1
2005-03-31,JNS,1
2005-03-31,JNY,1
2005-03-31,JOY,1
2005-03-31,JPM,1
2005-03-31,JWN,1
2005-03-31,K,1
2005-03-31,KBH,1
2005-03-31,KEY,1
2005-03-31,KG,1
2005-03-31,KIM,1
2005-03-31,KLAC,1
2005-03-31,KMB,1
2005-03-31,KO,1
2005-03-31,KR,1
2005-03-31,KSE,1
2005-03-31,KSS,1
2005-03-31,L,1
2005-03-31,LEG,1
2005-03-31,LEH,1
2005-03-31,LEN,1
2005-03-31,LH,1
2005-03-31,LHX,1
2005-03-31,LIFE,1
2005-03-31,LIN,1
2005-03-31,LLL,1
2005-03-31,LLTC,1
2005-03-31,LLY,1
2005-03-31,LM,1
2005-03-31,LMT,1
2005-03-31,LNC,1
2005-03-31,LOW,1
2005-03-31,LSI,1
2005-03-31,LUMN,1
2005-03-31,LUV,1
2005-03-31,LXK,1
2005-03-31,M,1
2005-03-31,MA,1
2005-03-31,MAR,1
2005-03-31,MAS,1
2005-03-31,MAT,1
2005-03-31,MBI,1
2005-03-31,MCD,1
2005-03-31,MCHP,1
2005-03-31,MCK,1
2005-03-31,MCO,1
2005-03-31,MDP,1
2005-03-31,MDT,1
2005-03-31,MET,1
2005-03-31,META,1
2005-03-31,MFE,1
2005-03-31,MHS,1
2005-03-31,MI,1
2005-03-31,MIL,1
2005-03-31,MKC,1
2005-03-31,MMM,1
2005-03-31,MO,1
2005-03-31,MOLX,1
2005-03-31,MON,1
2005-03-31,MRK,1
2005-03-31,MRO,1
2005-03-31,MRSH,1
2005-03-31,MS,1
2005-03-31,MSFT,1
2005-03-31,MSI,1
2005-03-31,MTB,1
2005-03-31,MU,1
2005-03-31,MUR,1
2005-03-31,MWW,1
2005-03-31,MXIM,1
2005-03-31,NBL,1
2005-03-31,NBR,1
2005-03-31,NCR,1
2005-03-31,NDAQ,1
2005-03-31,NE,1
2005-03-31,NEE,1
2005-03-31,NEM,1
2005-03-31,NI,1
2005-03-31,NKE,1
2005-03-31,NOC,1
2005-03-31,NOV,1
2005-03-31,NOVL,1
2005-03-31,NRG,1
2005-03-31,NSC,1
2005-03-31,NSM,1
2005-03-31,NTAP,1
2005-03-31,NTRS,1
2005-03-31,NUE,1
2005-03-31,NVDA,1
2005-03-31,NVLS,1
2005-03-31,NWL,1
2005-03-31,NYT,1
2005-03-31,NYX,1
2005-03-31,ODP,1
2005-03-31,OKE,1
2005-03-31,OMC,1
2005-03-31,OMX,1
2005-03-31,ORCL,1
2005-03-31,ORLY,1
2005-03-31,OXY,1
2005-03-31,PAYX,1
2005-03-31,PBCT,1
2005-03-31,PBI,1
2005-03-31,PCAR,1
2005-03-31,PCG,1
2005-03-31,PCL,1
2005-03-31,PCP,1
2005-03-31,PDCO,1
2005-03-31,PEG,1
2005-03-31,PEP,1
2005-03-31,PFE,1
2005-03-31,PFG,1
2005-03-31,PG,1
2005-03-31,PGN,1
2005-03-31,PGR,1
2005-03-31,PH,1
2005-03-31,PHM,1
2005-03-31,PLD,1
2005-03-31,PLL,1
2005-03-31,PM,1
2005-03-31,PNC,1
2005-03-31,PNW,1
2005-03-31,POM,1
2005-03-31,PPG,1
2005-03-31,PPL,1
2005-03-31,PRU,1
2005-03-31,PSA,1
2005-03-31,PSKY,1
2005-03-31,PTV,1
2005-03-31,PWR,1
2005-03-31,PXD,1
2005-03-31,Q,1
2005-03-31,QCOM,1
2005-03-31,R,1
2005-03-31,RAI,1
2005-03-31,RDC,1
2005-03-31,RF,1
2005-03-31,RHI,1
2005-03-31,RHT,1
2005-03-31,RL,1
2005-03-31,ROK,1
2005-03-31,ROP,1
2005-03-31,RRD,1
2005-03-31,RSG,1
2005-03-31,RSH,1
2005-03-31,RTN,1
2005-03-31,RTX,1
2005-03-31,RVTY,1
2005-03-31,RX,1
2005-03-31,S,1
2005-03-31,SBL,1
2005-03-31,SBUX,1
2005-03-31,SCG,1
2005-03-31,SCHW,1
2005-03-31,SE,1
2005-03-31,SEE,1
2005-03-31,SGP,1
2005-03-31,SHLD,1
2005-03-31,SHW,1
2005-03-31,SIAL,1
2005-03-31,SII,1
2005-03-31,SJM,1
2005-03-31,SLB,1
2005-03-31,SLE,1
2005-03-31,SLM,1
2005-03-31,SLR,1
2005-03-31,SNA,1
2005-03-31,SNDK,1
2005-03-31,SNI,1
2005-03-31,SO,1
2005-03-31,SPG,1
2005-03-31,SPGI,1
2005-03-31,SPLS,1
2005-03-31,SRCL,1
2005-03-31,SRE,1
2005-03-31,STI,1
2005-03-31,STJ,1
2005-03-31,STR,1
2005-03-31,STT,1
2005-03-31,SUN,1
2005-03-31,SVU,1
2005-03-31,SW,1
2005-03-31,SWK,1
2005-03-31,SWN,1
2005-03-31,SWY,1
2005-03-31,SYK,1
2005-03-31,SYY,1
2005-03-31,T,1
2005-03-31,TAP,1
2005-03-31,TE,1
2005-03-31,TEG,1
2005-03-31,TEL,1
2005-03-31,TER,1
2005-03-31,TFC,1
2005-03-31,TGNA,1
2005-03-31,TGT,1
2005-03-31,THC,1
2005-03-31,TIE,1
2005-03-31,TIF,1
2005-03-31,TJX,1
2005-03-31,TLAB,1
2005-03-31,TMO,1
2005-03-31,TPR,1
2005-03-31,TRB,1
2005-03-31,TROW,1
2005-03-31,TRV,1
2005-03-31,TSG,1
2005-03-31,TSN,1
2005-03-31,TSS,1
2005-03-31,TT,1
2005-03-31,TWC,1
2005-03-31,TWX,1
2005-03-31,TXN,1
2005-03-31,TXT,1
2005-03-31,UAA,1
2005-03-31,UNH,1
2005-03-31,UNM,1
2005-03-31,UNP,1
2005-03-31,UPS,1
2005-03-31,URBN,1
2005-03-31,USB,1
2005-03-31,VAR,1
2005-03-31,VFC,1
2005-03-31,VIAB,1
2005-03-31,VLO,1
2005-03-31,VMC,1
2005-03-31,VNO,1
2005-03-31,VRSN,1
2005-03-31,VTRS,1
2005-03-31,VZ,1
2005-03-31,WAT,1
2005-03-31,WB,1
2005-03-31,WBA,1
2005-03-31,WDC,1
2005-03-31,WEC,1
2005-03-31,WELL,1
2005-03-31,WFC,1
2005-03-31,WFM,1
2005-03-31,WFR,1
2005-03-31,WHR,1
2005-03-31,WIN,1
2005-03-31,WM,1
2005-03-31,WMB,1
2005-03-31,WMT,1
2005-03-31,WTW,1
2005-03-31,WU,1
2005-03-31,WY,1
2005-03-31,WYN,1
2005-03-31,WYNN,1
2005-03-31,X,1
2005-03-31,XEL,1
2005-03-31,XL,1
2005-03-31,XLNX,1
2005-03-31,XOM,1
2005-03-31,XRAY,1
2005-03-31,XRX,1
2005-03-31,XTO,1
2005-03-31,YHOO,1
2005-03-31,YUM,1
2005-03-31,ZBH,1
2005-03-31,ZION,1
2005-04-30,A,1
2005-04-30,AA,1
2005-04-30,AAPL,1
2005-04-30,ABK,1
2005-04-30,ABS,1
2005-04-30,ABT,1
2005-04-30,ACAS,1
2005-04-30,ACE,1
2005-04-30,ADBE,1
2005-04-30,ADCT,1
2005-04-30,ADI,1
2005-04-30,ADM,1
2005-04-30,ADP,1
2005-04-30,ADSK,1
2005-04-30,AEE,1
2005-04-30,AEP,1
2005-04-30,AES,1
2005-04-30,AET,1
2005-04-30,AFL,1
2005-04-30,AGN,1
2005-04-30,AIG,1
2005-04-30,AIV,1
2005-04-30,AIZ,1
2005-04-30,AKAM,1
2005-04-30,ALL,1
2005-04-30,ALTR,1
2005-04-30,AMAT,1
2005-04-30,AMD,1
2005-04-30,AMGN,1
2005-04-30,AMP,1
2005-04-30,AMT,1
2005-04-30,AN,1
2005-04-30,ANDV,1
2005-04-30,ANF,1
2005-04-30,AON,1
2005-04-30,APA,1
2005-04-30,APC,1
2005-04-30,APD,1
2005-04-30,APH,1
2005-04-30,APOL,1
2005-04-30,APTV,1
2005-04-30,ATI,1
2005-04-30,AV,1
2005-04-30,AVP,1
2005-04-30,AVY,1
2005-04-30,AXP,1
2005-04-30,AYE,1
2005-04-30,AZO,1
2005-04-30,BA,1
2005-04-30,BAC,1
2005-04-30,BALL,1
2005-04-30,BAX,1
2005-04-30,BBBY,1
2005-04-30,BBWI,1
2005-04-30,BBY,1
2005-04-30,BC,1
2005-04-30,BCR,1
2005-04-30,BDX,1
2005-04-30,BEAM,1
2005-04-30,BEN,1
2005-04-30,BF-B,1
2005-04-30,BHI,1
2005-04-30,BIG,1
2005-04-30,BIIB,1
2005-04-30,BJS,1
2005-04-30,BK,1
2005-04-30,BKNG,1
2005-04-30,BMC,1
2005-04-30,BMS,1
2005-04-30,BMY,1
2005-04-30,BRCM,1
2005-04-30,BRK-B,1
2005-04-30,BSX,1
2005-04-30,BTU,1
2005-04-30,BXP,1
2005-04-30,C,1
2005-04-30,CA,1
2005-04-30,CAG,1
2005-04-30,CAH,1
2005-04-30,CAM,1
2005-04-30,CAT,1
2005-04-30,CBE,1
2005-04-30,CBRE,1
2005-04-30,CCE,1
2005-04-30,CCL,1
2005-04-30,CEG,1
2005-04-30,CELG,1
2005-04-30,CEPH,1
2005-04-30,CF,1
2005-04-30,CFC,1
2005-04-30,CFN,1
2005-04-30,CHK,1
2005-04-30,CHRW,1
2005-04-30,CI,1
2005-04-30,CIEN,1
2005-04-30,CINF,1
2005-04-30,CL,1
2005-04-30,CLX,1
2005-04-30,CMA,1
2005-04-30,CMCSA,1
2005-04-30,CME,1
2005-04-30,CMI,1
2005-04-30,CMS,1
2005-04-30,CNP,1
2005-04-30,CNX,1
2005-04-30,COF,1
2005-04-30,COL,1
2005-04-30,COP,1
2005-04-30,COR,1
2005-04-30,COST,1
2005-04-30,COV,1
2005-04-30,CPAY,1
2005-04-30,CPB,1
2005-04-30,CPRI,1
2005-04-30,CPWR,1
2005-04-30,CSC,1
2005-04-30,CSCO,1
2005-04-30,CSX,1
2005-04-30,CTAS,1
2005-04-30,CTRA,1
2005-04-30,CTSH,1
2005-04-30,CTX,1
2005-04-30,CTXS,1
2005-04-30,CVG,1
2005-04-30,CVH,1
2005-04-30,CVS,1
2005-04-30,CVX,1
2005-04-30,D,1
2005-04-30,DAY,1
2005-04-30,DD,1
2005-04-30,DE,1
2005-04-30,DELL,1
2005-04-30,DF,1
2005-04-30,DGX,1
2005-04-30,DHI,1
2005-04-30,DHR,1
2005-04-30,DIS,1
2005-04-30,DISCA,1
2005-04-30,DJ,1
2005-04-30,DNB,1
2005-04-30,DNR,1
2005-04-30,DO,1
2005-04-30,DOC,1
2005-04-30,DOV,1
2005-04-30,DOW,1
2005-04-30,DPS,1
2005-04-30,DRI,1
2005-04-30,DTE,1
2005-04-30,DTV,1
2005-04-30,DUK,1
2005-04-30,DV,1
2005-04-30,DVA,1
2005-04-30,DVN,1
2005-04-30,DYN,1
2005-04-30,EA,1
2005-04-30,EBAY,1
2005-04-30,ECL,1
2005-04-30,ED,1
2005-04-30,EFX,1
2005-04-30,EG,1
2005-04-30,EIX,1
2005-04-30,EK,1
2005-04-30,EL,1
2005-04-30,ELV,1
2005-04-30,EMC,1
2005-04-30,EMN,1
2005-04-30,EMR,1
2005-04-30,EOG,1
2005-04-30,EP,1
2005-04-30,EQR,1
2005-04-30,EQT,1
2005-04-30,ES,1
2005-04-30,ESRX,1
2005-04-30,ETFC,1
2005-04-30,ETN,1
2005-04-30,ETR,1
2005-04-30,EXC,1
2005-04-30,EXPD,1
2005-04-30,F,1
2005-04-30,FCX,1
2005-04-30,FDC,1
2005-04-30,FDO,1
2005-04-30,FDX,1
2005-04-30,FE,1
2005-04-30,FHN,1
2005-04-30,FII,1
2005-04-30,FIS,1
2005-04-30,FISV,1
2005-04-30,FITB,1
2005-04-30,FLIR,1
2005-04-30,FLR,1
2005-04-30,FLS,1
2005-04-30,FNM,1
2005-04-30,FOXA,1
2005-04-30,FRE,1
2005-04-30,FRX,1
2005-04-30,FSLR,1
2005-04-30,FTR,1
2005-04-30,GAS,1
2005-04-30,GD,1
2005-04-30,GE,1
2005-04-30,GEN,1
2005-04-30,GENZ,1
2005-04-30,GHC,1
2005-04-30,GILD,1
2005-04-30,GIS,1
2005-04-30,GL,1
2005-04-30,GLK,1
2005-04-30,GLW,1
2005-04-30,GNW,1
2005-04-30,GOOG,1
2005-04-30,GPC,1
2005-04-30,GPS,1
2005-04-30,GR,1
2005-04-30,GS,1
2005-04-30,GT,1
2005-04-30,GWW,1
2005-04-30,HAL,1
2005-04-30,HAR,1
2005-04-30,HAS,1
2005-04-30,HBAN,1
2005-04-30,HCBK,1
2005-04-30,HD,1
2005-04-30,HES,1
2005-04-30,HIG,1
2005-04-30,HNZ,1
2005-04-30,HOG,1
2005-04-30,HON,1
2005-04-30,HOT,1
2005-04-30,HPQ,1
2005-04-30,HRB,1
2005-04-30,HSP,1
2005-04-30,HST,1
2005-04-30,HSY,1
2005-04-30,HUM,1
2005-04-30,IBM,1
2005-04-30,IFF,1
2005-04-30,IGT,1
2005-04-30,INTC,1
2005-04-30,INTU,1
2005-04-30,IP,1
2005-04-30,IPG,1
2005-04-30,IQV,1
2005-04-30,IRM,1
2005-04-30,ISRG,1
2005-04-30,ITT,1
2005-04-30,ITW,1
2005-04-30,IVZ,1
2005-04-30,J,1
2005-04-30,JBL,1
2005-04-30,JCI,1
2005-04-30,JCP,1
2005-04-30,JDSU,1
2005-04-30,JEF,1
2005-04-30,JNJ,1
2005-04-30,JNS,1
2005-04-30,JNY,1
2005-04-30,JOY,1
2005-04-30,JPM,1
2005-04-30,JWN,1
2005-04-30,K,1
2005-04-30,KBH,1
2005-04-30,KEY,1
2005-04-30,KG,1
2005-04-30,KIM,1
2005-04-30,KLAC,1
2005-04-30,KMB,1
2005-04-30,KO,1
2005-04-30,KR,1
2005-04-30,KSE,1
2005-04-30,KSS,1
2005-04-30,L,1
2005-04-30,LEG,1
2005-04-30,LEH,1
2005-04-30,LEN,1
2005-04-30,LH,1
2005-04-30,LHX,1
2005-04-30,LIFE,1
2005-04-30,LIN,1
2005-04-30,LLL,1
2005-04-30,LLTC,1
2005-04-30,LLY,1
2005-04-30,LM,1
2005-04-30,LMT,1
2005-04-30,LNC,1
2005-04-30,LOW,1
2005-04-30,LSI,1
2005-04-30,LUMN,1
2005-04-30,LUV,1
2005-04-30,LXK,1
2005-04-30,M,1
2005-04-30,MA,1
2005-04-30,MAR,1
2005-04-30,MAS,1
2005-04-30,MAT,1
2005-04-30,MBI,1
2005-04-30,MCD,1
2005-04-30,MCHP,1
2005-04-30,MCK,1
2005-04-30,MCO,1
2005-04-30,MDP,1
2005-04-30,MDT,1
2005-04-30,MET,1
2005-04-30,META,1
2005-04-30,MFE,1
2005-04-30,MHS,1
2005-04-30,MI,1
2005-04-30,MIL,1
2005-04-30,MKC,1
2005-04-30,MMM,1
2005-04-30,MO,1
2005-04-30,MOLX,1
2005-04-30,MON,1
2005-04-30,MRK,1
2005-04-30,MRO,1
2005-04-30,MRSH,1
2005-04-30,MS,1
2005-04-30,MSFT,1
2005-04-30,MSI,1
2005-04-30,MTB,1
2005-04-30,MU,1
2005-04-30,MUR,1
2005-04-30,MWW,1
2005-04-30,MXIM,1
2005-04-30,NBL,1
2005-04-30,NBR,1
2005-04-30,NCR,1
2005-04-30,NDAQ,1
2005-04-30,NE,1
2005-04-30,NEE,1
2005-04-30,NEM,1
2005-04-30,NI,1
2005-04-30,NKE,1
2005-04-30,NOC,1
2005-04-30,NOV,1
2005-04-30,NOVL,1
2005-04-30,NRG,1
2005-04-30,NSC,1
2005-04-30,NSM,1
2005-04-30,NTAP,1
2005-04-30,NTRS,1
2005-04-30,NUE,1
2005-04-30,NVDA,1
2005-04-30,NVLS,1
2005-04-30,NWL,1
2005-04-30,NYT,1
2005-04-30,NYX,1
2005-04-30,ODP,1
2005-04-30,OKE,1
2005-04-30,OMC,1
2005-04-30,OMX,1
2005-04-30,ORCL,1
2005-04-30,ORLY,1
2005-04-30,OXY,1
2005-04-30,PAYX,1
2005-04-30,PBCT,1
2005-04-30,PBI,1
2005-04-30,PCAR,1
2005-04-30,PCG,1
2005-04-30,PCL,1
2005-04-30,PCP,1
2005-04-30,PDCO,1
2005-04-30,PEG,1
2005-04-30,PEP,1
2005-04-30,PFE,1
2005-04-30,PFG,1
2005-04-30,PG,1
2005-04-30,PGN,1
2005-04-30,PGR,1
2005-04-30,PH,1
2005-04-30,PHM,1
2005-04-30,PLD,1
2005-04-30,PLL,1
2005-04-30,PM,1
2005-04-30,PNC,1
2005-04-30,PNW,1
2005-04-30,POM,1
2005-04-30,PPG,1
2005-04-30,PPL,1
2005-04-30,PRU,1
2005-04-30,PSA,1
2005-04-30,PSKY,1
2005-04-30,PTV,1
2005-04-30,PWR,1
2005-04-30,PXD,1
2005-04-30,Q,1
2005-04-30,QCOM,1
2005-04-30,R,1
2005-04-30,RAI,1
2005-04-30,RDC,1
2005-04-30,RF,1
2005-04-30,RHI,1
2005-04-30,RHT,1
2005-04-30,RL,1
2005-04-30,ROK,1
2005-04-30,ROP,1
2005-04-30,RRD,1
2005-04-30,RSG,1
2005-04-30,RSH,1
2005-04-30,RTN,1
2005-04-30,RTX,1
2005-04-30,RVTY,1
2005-04-30,RX,1
2005-04-30,S,1
2005-04-30,SBL,1
2005-04-30,SBUX,1
2005-04-30,SCG,1
2005-04-30,SCHW,1
2005-04-30,SE,1
2005-04-30,SEE,1
2005-04-30,SGP,1
2005-04-30,SHLD,1
2005-04-30,SHW,1
2005-04-30,SIAL,1
2005-04-30,SII,1
2005-04-30,SJM,1
2005-04-30,SLB,1
2005-04-30,SLE,1
2005-04-30,SLM,1
2005-04-30,SLR,1
2005-04-30,SNA,1
2005-04-30,SNDK,1
2005-04-30,SNI,1
2005-04-30,SO,1
2005-04-30,SPG,1
2005-04-30,SPGI,1
2005-04-30,SPLS,1
2005-04-30,SRCL,1
2005-04-30,SRE,1
2005-04-30,STI,1
2005-04-30,STJ,1
2005-04-30,STR,1
2005-04-30,STT,1
2005-04-30,SUN,1
2005-04-30,SVU,1
2005-04-30,SW,1
2005-04-30,SWK,1
2005-04-30,SWN,1
2005-04-30,SWY,1
2005-04-30,SYK,1
2005-04-30,SYY,1
2005-04-30,T,1
2005-04-30,TAP,1
2005-04-30,TE,1
2005-04-30,TEG,1
2005-04-30,TEL,1
2005-04-30,TER,1
2005-04-30,TFC,1
2005-04-30,TGNA,1
2005-04-30,TGT,1
2005-04-30,THC,1
2005-04-30,TIE,1
2005-04-30,TIF,1
2005-04-30,TJX,1
2005-04-30,TLAB,1
2005-04-30,TMO,1
2005-04-30,TPR,1
2005-04-30,TRB,1
2005-04-30,TROW,1
2005-04-30,TRV,1
2005-04-30,TSG,1
2005-04-30,TSN,1
2005-04-30,TSS,1
2005-04-30,TT,1
2005-04-30,TWC,1
2005-04-30,TWX,1
2005-04-30,TXN,1
2005-04-30,TXT,1
2005-04-30,UAA,1
2005-04-30,UNH,1
2005-04-30,UNM,1
2005-04-30,UNP,1
2005-04-30,UPS,1
2005-04-30,URBN,1
2005-04-30,USB,1
2005-04-30,VAR,1
2005-04-30,VFC,1
2005-04-30,VIAB,1
2005-04-30,VLO,1
2005-04-30,VMC,1
2005-04-30,VNO,1
2005-04-30,VRSN,1
2005-04-30,VTRS,1
2005-04-30,VZ,1
2005-04-30,WAT,1
2005-04-30,WB,1
2005-04-30,WBA,1
2005-04-30,WDC,1
2005-04-30,WEC,1
2005-04-30,WELL,1
2005-04-30,WFC,1
2005-04-30,WFM,1
2005-04-30,WFR,1
2005-04-30,WHR,1
2005-04-30,WIN,1
2005-04-30,WM,1
2005-04-30,WMB,1
2005-04-30,WMT,1
2005-04-30,WTW,1
2005-04-30,WU,1
2005-04-30,WY,1
2005-04-30,WYN,1
2005-04-30,WYNN,1
2005-04-30,X,1
2005-04-30,XEL,1
2005-04-30,XL,1
2005-04-30,XLNX,1
2005-04-30,XOM,1
2005-04-30,XRAY,1
2005-04-30,XRX,1
2005-04-30,XTO,1
2005-04-30,YHOO,1
2005-04-30,YUM,1
2005-04-30,ZBH,1
2005-04-30,ZION,1
2005-05-31,A,1
2005-05-31,AA,1
2005-05-31,AAPL,1
2005-05-31,ABK,1
2005-05-31,ABS,1
2005-05-31,ABT,1
2005-05-31,ACAS,1
2005-05-31,ACE,1
2005-05-31,ADBE,1
2005-05-31,ADCT,1
2005-05-31,ADI,1
2005-05-31,ADM,1
2005-05-31,ADP,1
2005-05-31,ADSK,1
2005-05-31,AEE,1
2005-05-31,AEP,1
2005-05-31,AES,1
2005-05-31,AET,1
2005-05-31,AFL,1
2005-05-31,AGN,1
2005-05-31,AIG,1
2005-05-31,AIV,1
2005-05-31,AIZ,1
2005-05-31,AKAM,1
2005-05-31,ALL,1
2005-05-31,ALTR,1
2005-05-31,AMAT,1
2005-05-31,AMD,1
2005-05-31,AMGN,1
2005-05-31,AMP,1
2005-05-31,AMT,1
2005-05-31,AN,1
2005-05-31,ANDV,1
2005-05-31,ANF,1
2005-05-31,AON,1
2005-05-31,APA,1
2005-05-31,APC,1
2005-05-31,APD,1
2005-05-31,APH,1
2005-05-31,APOL,1
2005-05-31,APTV,1
2005-05-31,ATI,1
2005-05-31,AV,1
2005-05-31,AVP,1
2005-05-31,AVY,1
2005-05-31,AXP,1
2005-05-31,AYE,1
2005-05-31,AZO,1
2005-05-31,BA,1
2005-05-31,BAC,1
2005-05-31,BALL,1
2005-05-31,BAX,1
2005-05-31,BBBY,1
2005-05-31,BBWI,1
2005-05-31,BBY,1
2005-05-31,BC,1
2005-05-31,BCR,1
2005-05-31,BDX,1
2005-05-31,BEAM,1
2005-05-31,BEN,1
2005-05-31,BF-B,1
2005-05-31,BHI,1
2005-05-31,BIG,1
2005-05-31,BIIB,1
2005-05-31,BJS,1
2005-05-31,BK,1
2005-05-31,BKNG,1
2005-05-31,BMC,1
2005-05-31,BMS,1
2005-05-31,BMY,1
2005-05-31,BRCM,1
2005-05-31,BRK-B,1
2005-05-31,BSX,1
2005-05-31,BTU,1
2005-05-31,BXP,1
2005-05-31,C,1
2005-05-31,CA,1
2005-05-31,CAG,1
2005-05-31,CAH,1
2005-05-31,CAM,1
2005-05-31,CAT,1
2005-05-31,CBE,1
2005-05-31,CBRE,1
2005-05-31,CCE,1
2005-05-31,CCL,1
2005-05-31,CEG,1
2005-05-31,CELG,1
2005-05-31,CEPH,1
2005-05-31,CF,1
2005-05-31,CFC,1
2005-05-31,CFN,1
2005-05-31,CHK,1
2005-05-31,CHRW,1
2005-05-31,CI,1
